SO2,NOx,RSPM,AQI,City,latitude,longitude
17,41,138,125,Worli,19.0166717,72.8166617
18,23,110,107,Worli,19.0166717,72.8166617
19,18,147,131,Worli,19.0166717,72.8166617
9,34,92,92,Worli,19.0166717,72.8166617
9,23,97,97,Worli,19.0166717,72.8166617
15,23,109,106,Worli,19.0166717,72.8166617
12,59,80,80,Worli,19.0166717,72.8166617
17,25,165,143,Worli,19.0166717,72.8166617
17,34,272,222,Worli,19.0166717,72.8166617
19,38,153,135,Worli,19.0166717,72.8166617
12,48,72,72,Worli,19.0166717,72.8166617
26,35,128,119,Worli,19.0166717,72.8166617
